Store_Id,Department,Year_Month,Sales_Target,Sales_Actual,Sales_Variance,Sales_Target_Achievement_Pct,Customer_Satisfaction,Nps_Score,Waste_Percentage,On_Time_Delivery,Operational_Efficiency_Status
STR029,Fresh Produce,2022-11-01,109350,84832.41,-24517.589999999997,77.58,7.8,54.6,5.14,94.5,Low Efficiency
STR029,Meat/Fish & Bakery,2022-11-01,85050,73062.85,-11987.149999999994,85.91,6.5,16.4,1.82,92.9,Low Efficiency
STR030,Store Operations,2022-11-01,568620,728224.43,159604.43000000005,128.07,7.5,20.9,0.66,91.1,High Efficiency
STR030,Fresh Produce,2022-11-01,142155,112297.22,-29857.78,79,6.5,33.7,3.82,94.9,Low Efficiency
STR030,Meat/Fish & Bakery,2022-11-01,110565,100115.05,-10449.949999999997,90.55,7.9,48.2,2.58,93.9,Standard
STR031,Store Operations,2022-11-01,243000,252877.52,9877.51999999999,104.06,7.5,32.9,1.36,97.8,High Efficiency
STR031,Fresh Produce,2022-11-01,60750,71101.03,10351.029999999999,117.04,7.9,55.8,4.68,98.8,High Efficiency
STR031,Meat/Fish & Bakery,2022-11-01,47250,43102.5,-4147.5,91.22,7.9,57.2,4.48,91,Standard
STR032,Store Operations,2022-11-01,315900,330171.08,14271.080000000016,104.52,7.4,32.7,1.07,89.8,High Efficiency
STR032,Fresh Produce,2022-11-01,78975,76885.24,-2089.7599999999948,97.35,7.9,26.7,4.09,93.6,Standard
STR032,Meat/Fish & Bakery,2022-11-01,61425,57420.43,-4004.5699999999997,93.48,8.3,56.8,2.39,93.7,Standard
STR033,Store Operations,2022-11-01,315900,333397.65,17497.650000000023,105.54,6.3,4.3,0.56,98.7,High Efficiency
STR033,Fresh Produce,2022-11-01,78975,81904.98,2929.979999999996,103.71,7.9,48.4,2.11,88.7,High Efficiency
STR033,Meat/Fish & Bakery,2022-11-01,61425,64139.3,2714.300000000003,104.42,5.4,-24,4.22,94.3,High Efficiency
STR034,Store Operations,2022-11-01,243000,267750.14,24750.140000000014,110.19,5.8,-2,0.81,89.1,High Efficiency
STR034,Fresh Produce,2022-11-01,60750,51050.86,-9699.14,84.03,9.4,58,4.34,93.6,Low Efficiency
STR034,Meat/Fish & Bakery,2022-11-01,47250,59577.14,12327.14,126.09,6.5,19.9,4.26,95.9,High Efficiency
STR035,Store Operations,2022-11-01,437400,451806.08,14406.080000000016,103.29,7.6,51.1,1.86,92.5,High Efficiency
STR035,Fresh Produce,2022-11-01,109350,83224.65,-26125.350000000006,76.11,6.6,23.7,3.52,95.4,Low Efficiency
STR035,Meat/Fish & Bakery,2022-11-01,85050,76611.5,-8438.5,90.08,8.5,62.4,3.48,90.1,Standard
STR036,Store Operations,2022-11-01,145800,142093.21,-3706.790000000008,97.46,8.8,57.1,1.36,96.9,Standard
STR036,Fresh Produce,2022-11-01,36450,33715.07,-2734.9300000000003,92.5,6.2,8.9,5.24,95.4,Standard
STR036,Meat/Fish & Bakery,2022-11-01,28350,29640.82,1290.8199999999997,104.55,7,42.7,3.95,90.2,High Efficiency
STR037,Store Operations,2022-11-01,243000,230454.31,-12545.690000000002,94.84,5.4,6.2,0.98,93.6,Standard
STR037,Fresh Produce,2022-11-01,60750,56395.99,-4354.010000000002,92.83,6.4,35.9,5.7,97.2,Standard
STR037,Meat/Fish & Bakery,2022-11-01,47250,44717.01,-2532.989999999998,94.64,8.1,77.4,4.71,93.1,Standard
STR038,Store Operations,2022-11-01,243000,218685.71,-24314.290000000008,89.99,5.5,-3.2,1.22,96.3,Low Efficiency
STR038,Fresh Produce,2022-11-01,60750,53660.39,-7089.610000000001,88.33,6.4,27.5,6,93.3,Low Efficiency
STR038,Meat/Fish & Bakery,2022-11-01,47250,46623.04,-626.9599999999991,98.67,9,94.7,3.62,90,Standard
STR039,Store Operations,2022-11-01,243000,267910.56,24910.559999999998,110.25,7.5,63.6,1.51,92,High Efficiency
STR039,Fresh Produce,2022-11-01,60750,56687.14,-4062.8600000000006,93.31,7.1,18,3.9,96.4,Standard
STR039,Meat/Fish & Bakery,2022-11-01,47250,50659.78,3409.779999999999,107.22,6,-4.3,3.61,97.7,High Efficiency
STR040,Store Operations,2022-11-01,437400,372178.21,-65221.78999999998,85.09,8.7,65.6,0.84,90.9,Low Efficiency
STR040,Fresh Produce,2022-11-01,109350,110150.95,800.9499999999971,100.73,6.6,44.9,3.04,95.8,High Efficiency
STR040,Meat/Fish & Bakery,2022-11-01,85050,105650.41,20600.410000000003,124.22,7.5,28.4,2.64,94.1,High Efficiency
STR041,Store Operations,2022-11-01,437400,479013.33,41613.330000000016,109.51,6.2,28.6,0.82,90.1,High Efficiency
STR041,Fresh Produce,2022-11-01,109350,104362,-4988,95.44,7.7,37.3,2.83,94.6,Standard
STR041,Meat/Fish & Bakery,2022-11-01,85050,87007.27,1957.270000000004,102.3,6.3,2.6,3.52,91.8,High Efficiency
STR042,Store Operations,2022-11-01,145800,124343.81,-21456.190000000002,85.28,7.2,-1.4,1.6,96.1,Low Efficiency
STR042,Fresh Produce,2022-11-01,36450,37820.01,1370.010000000002,103.76,6.7,-6.8,2.93,89.9,High Efficiency
STR042,Meat/Fish & Bakery,2022-11-01,28350,33449.1,5099.0999999999985,117.99,6.4,18.4,2.89,95.9,High Efficiency
STR043,Store Operations,2022-11-01,243000,251153.12,8153.119999999995,103.36,7.4,54.6,1.14,97.7,High Efficiency
STR043,Fresh Produce,2022-11-01,60750,65132.6,4382.5999999999985,107.21,8.3,66.3,3.72,89.3,High Efficiency
STR043,Meat/Fish & Bakery,2022-11-01,47250,47448.45,198.4499999999971,100.42,6.4,0.3,3.17,90.2,High Efficiency
STR044,Store Operations,2022-11-01,437400,465115.16,27715.159999999974,106.34,6.3,10.7,0.58,93.2,High Efficiency
STR044,Fresh Produce,2022-11-01,109350,108454.53,-895.4700000000012,99.18,7.1,13.1,5.14,93.1,Standard
STR044,Meat/Fish & Bakery,2022-11-01,85050,80037.49,-5012.509999999995,94.11,7.6,15.1,4.05,92.8,Standard
STR045,Store Operations,2022-11-01,437400,364775.17,-72624.83000000002,83.4,7.5,43.7,0.86,92.4,Low Efficiency
STR045,Fresh Produce,2022-11-01,109350,109320.56,-29.44000000000233,99.97,6.4,7.8,3.11,96.6,Standard
STR045,Meat/Fish & Bakery,2022-11-01,85050,81849.35,-3200.649999999994,96.24,7.7,52,4.44,94.4,Standard
STR046,Store Operations,2022-11-01,243000,236564.46,-6435.540000000008,97.35,7.1,45.4,0.85,95.4,Standard
STR046,Fresh Produce,2022-11-01,60750,68726,7976,113.13,7.3,30,5.12,90,Standard
STR046,Meat/Fish & Bakery,2022-11-01,47250,49376.12,2126.1200000000026,104.5,9.9,75.8,3.17,94.6,High Efficiency
STR047,Store Operations,2022-11-01,315900,226870.37,-89029.63,71.82,7.7,78.8,1.37,97.8,Low Efficiency
STR047,Fresh Produce,2022-11-01,78975,75074.84,-3900.1600000000035,95.06,8.6,56.6,5.16,94,Standard
STR047,Meat/Fish & Bakery,2022-11-01,61425,68450.58,7025.580000000002,111.44,6.9,17.9,1.92,93,High Efficiency
STR048,Store Operations,2022-11-01,243000,241467.5,-1532.5,99.37,7.5,17.3,1.28,94.2,Standard
STR048,Fresh Produce,2022-11-01,60750,58799.4,-1950.5999999999985,96.79,6.4,8.5,3.59,94.4,Standard
STR048,Meat/Fish & Bakery,2022-11-01,47250,39876.74,-7373.260000000002,84.4,6.7,46.2,3.71,99.2,Low Efficiency
STR049,Store Operations,2022-11-01,145800,134984.69,-10815.309999999998,92.58,6.7,27.3,1.19,89.7,Standard
STR049,Fresh Produce,2022-11-01,36450,42455.06,6005.059999999998,116.47,6.8,31.2,3.47,92.8,High Efficiency
STR049,Meat/Fish & Bakery,2022-11-01,28350,21991.92,-6358.080000000002,77.57,6.4,24.5,3.37,90.5,Low Efficiency
STR050,Store Operations,2022-11-01,243000,232638.76,-10361.23999999999,95.74,7.2,33.7,0.69,94.8,Standard
STR050,Fresh Produce,2022-11-01,60750,54372.56,-6377.440000000002,89.5,6.6,-8.8,3.82,94.4,Low Efficiency
STR050,Meat/Fish & Bakery,2022-11-01,47250,43758.19,-3491.8099999999977,92.61,6.6,30.4,2.72,91.8,Standard
STR051,Store Operations,2022-11-01,568620,411049.71,-157570.28999999998,72.29,7.3,48,0.93,95.4,Low Efficiency
STR051,Fresh Produce,2022-11-01,142155,158826.44,16671.440000000002,111.73,6.4,25.7,2.38,90.6,High Efficiency
STR051,Meat/Fish & Bakery,2022-11-01,110565,114948.37,4383.369999999995,103.96,9.9,92.1,3.06,91.6,High Efficiency
STR052,Store Operations,2022-11-01,243000,220482.04,-22517.959999999992,90.73,6.3,2.7,1.94,93.9,Standard
STR052,Fresh Produce,2022-11-01,60750,54245,-6505,89.29,7.8,38,4.39,96.9,Low Efficiency
STR052,Meat/Fish & Bakery,2022-11-01,47250,54033.89,6783.889999999999,114.36,6.6,27.7,2.34,99.2,High Efficiency
STR053,Store Operations,2022-11-01,243000,218623.91,-24376.089999999997,89.97,6.1,5.7,1.53,91.3,Low Efficiency
STR053,Fresh Produce,2022-11-01,60750,56250.67,-4499.330000000002,92.59,8.5,68.9,5.56,92.5,Standard
STR053,Meat/Fish & Bakery,2022-11-01,47250,44551.81,-2698.1900000000023,94.29,7.4,53.6,1.56,96.1,Standard
STR054,Store Operations,2022-11-01,243000,300655.29,57655.28999999998,123.73,9.2,94.7,1.14,92,High Efficiency
STR054,Fresh Produce,2022-11-01,60750,62537.05,1787.050000000003,102.94,9.5,89.6,4.95,89.7,High Efficiency
STR054,Meat/Fish & Bakery,2022-11-01,47250,46727.58,-522.4199999999983,98.89,7.8,53.8,1.86,94.4,Standard
STR055,Store Operations,2022-11-01,315900,274495.8,-41404.20000000001,86.89,7.1,12,0.69,94,Low Efficiency
STR055,Fresh Produce,2022-11-01,78975,81224.73,2249.729999999996,102.85,10,73.6,3.61,97.3,High Efficiency
STR055,Meat/Fish & Bakery,2022-11-01,61425,61977.3,552.3000000000029,100.9,7.2,46.5,3.75,93.6,High Efficiency
STR056,Store Operations,2022-11-01,189540,146926.91,-42613.09,77.52,6.9,33.3,1.48,93.5,Low Efficiency
STR056,Fresh Produce,2022-11-01,47385,37229.04,-10155.96,78.57,7.7,36.4,2.99,95.5,Low Efficiency
STR056,Meat/Fish & Bakery,2022-11-01,36855,34490.9,-2364.0999999999985,93.59,7.1,34.1,3.73,95.6,Standard
STR057,Store Operations,2022-11-01,315900,159739.83,-156160.17,50.57,8.7,62,0.93,91.9,Low Efficiency
STR057,Fresh Produce,2022-11-01,78975,68327.58,-10647.419999999998,86.52,6.8,7.6,3.24,89.9,Low Efficiency
STR057,Meat/Fish & Bakery,2022-11-01,61425,64404.67,2979.6699999999983,104.85,7.6,49.3,3.63,93.8,High Efficiency
STR058,Store Operations,2022-11-01,243000,267557.48,24557.47999999998,110.11,6.5,10.5,0.84,90.7,High Efficiency
STR058,Fresh Produce,2022-11-01,60750,57456.82,-3293.1800000000003,94.58,8.2,56.1,2.58,94.1,Standard
STR058,Meat/Fish & Bakery,2022-11-01,47250,46259.61,-990.3899999999994,97.9,6.6,-4.5,2.56,95.6,Standard
STR059,Store Operations,2022-11-01,437400,321227.5,-116172.5,73.44,6.8,35.9,1.75,92.2,Low Efficiency
STR059,Fresh Produce,2022-11-01,109350,91399.9,-17950.100000000006,83.58,8.4,31.1,2.6,92.8,Low Efficiency
STR059,Meat/Fish & Bakery,2022-11-01,85050,93245.42,8195.419999999998,109.64,5.8,-0.3,2.72,97.3,High Efficiency
STR060,Store Operations,2022-11-01,243000,321521.59,78521.59000000003,132.31,7,18.5,1.38,97.5,High Efficiency
STR060,Fresh Produce,2022-11-01,60750,74532.25,13782.25,122.69,6.7,16.9,3.7,91.9,High Efficiency
STR060,Meat/Fish & Bakery,2022-11-01,47250,48514.89,1264.8899999999994,102.68,8.4,23.7,3.6,90.5,High Efficiency
STR061,Store Operations,2022-11-01,243000,258026.66,15026.660000000003,106.18,7.9,64.8,1.92,98.2,High Efficiency
STR061,Fresh Produce,2022-11-01,60750,70920.83,10170.830000000002,116.74,7.1,31.9,4.92,96.5,High Efficiency
STR061,Meat/Fish & Bakery,2022-11-01,47250,39691.65,-7558.3499999999985,84,7.1,12.7,3.1,95.1,Low Efficiency
STR062,Store Operations,2022-11-01,437400,443035.63,5635.630000000005,101.29,7.1,19.5,1.11,88.7,High Efficiency
STR062,Fresh Produce,2022-11-01,109350,106424.8,-2925.199999999997,97.32,7.8,51.4,5.31,93.8,Standard
STR062,Meat/Fish & Bakery,2022-11-01,85050,85323.19,273.1900000000023,100.32,6.5,34.1,4.16,97.2,High Efficiency
STR063,Store Operations,2022-11-01,243000,195874.75,-47125.25,80.61,7.3,68.5,1.41,92.5,Low Efficiency
STR063,Fresh Produce,2022-11-01,60750,69813.5,9063.5,114.92,6.7,6.2,3.87,92.9,High Efficiency
STR063,Meat/Fish & Bakery,2022-11-01,47250,36535.5,-10714.5,77.32,9.7,80.8,3.81,95.3,Low Efficiency
STR064,Store Operations,2022-11-01,189540,182446.43,-7093.570000000007,96.26,6.6,9.4,1.38,96.2,Standard
STR064,Fresh Produce,2022-11-01,47385,61763.03,14378.029999999999,130.34,7.8,39.2,2.81,93.1,High Efficiency
STR064,Meat/Fish & Bakery,2022-11-01,36855,36735.8,-119.19999999999709,99.68,8.9,76.7,2.8,93.6,Standard
STR065,Store Operations,2022-11-01,243000,223931.41,-19068.589999999997,92.15,6.7,24.5,0.94,89.2,Standard
STR065,Fresh Produce,2022-11-01,60750,79592.16,18842.160000000003,131.02,7.7,54.8,2.82,96.9,High Efficiency
STR065,Meat/Fish & Bakery,2022-11-01,47250,48040.36,790.3600000000006,101.67,6.5,-10.5,4.15,94.9,High Efficiency
STR066,Store Operations,2022-11-01,243000,346786.78,103786.78000000003,142.71,7.9,47.7,1.23,99.8,High Efficiency
STR066,Fresh Produce,2022-11-01,60750,48137.49,-12612.510000000002,79.24,6.7,21.8,2.25,95.1,Low Efficiency
STR066,Meat/Fish & Bakery,2022-11-01,47250,48852.65,1602.6500000000015,103.39,7.3,56.8,4.33,95.3,High Efficiency
STR067,Store Operations,2022-11-01,189540,195268.63,5728.630000000005,103.02,8.8,61,1.36,93.1,High Efficiency
STR067,Fresh Produce,2022-11-01,47385,53682.47,6297.470000000001,113.29,5.5,37,2.13,93.9,High Efficiency
STR067,Meat/Fish & Bakery,2022-11-01,36855,39876.22,3021.220000000001,108.2,6.4,23.3,4.42,94.1,High Efficiency
STR068,Store Operations,2022-11-01,437400,554328.58,116928.57999999996,126.73,6.2,9.4,1.6,91.3,High Efficiency
STR068,Fresh Produce,2022-11-01,109350,104480.33,-4869.669999999998,95.55,9.8,94,3.09,92.5,Standard
STR068,Meat/Fish & Bakery,2022-11-01,85050,90274.01,5224.009999999995,106.14,8.7,57.2,2.31,93.7,High Efficiency
STR069,Store Operations,2022-11-01,243000,202793.49,-40206.51000000001,83.45,10,81.7,1.47,100,Low Efficiency
STR069,Fresh Produce,2022-11-01,60750,68668.09,7918.0899999999965,113.03,7,14.7,5.32,97.7,Standard
STR069,Meat/Fish & Bakery,2022-11-01,47250,37973.57,-9276.43,80.37,7.4,42.3,4.53,92.6,Low Efficiency
STR070,Store Operations,2022-11-01,243000,263089.64,20089.640000000014,108.27,8.6,75.7,1.94,92.8,High Efficiency
STR070,Fresh Produce,2022-11-01,60750,67924.96,7174.960000000006,111.81,6.7,17.6,4.17,94.2,High Efficiency
STR070,Meat/Fish & Bakery,2022-11-01,47250,42845.94,-4404.059999999998,90.68,8.3,53.4,1.77,95.1,Standard
STR071,Store Operations,2022-11-01,437400,456643.82,19243.820000000007,104.4,7.2,54.2,1.3,92.9,High Efficiency
STR071,Fresh Produce,2022-11-01,109350,132174.8,22824.79999999999,120.87,7.4,58.2,2.4,93,High Efficiency
STR071,Meat/Fish & Bakery,2022-11-01,85050,102971.62,17921.619999999995,121.07,8.4,55.9,3.61,94.9,High Efficiency
STR072,Store Operations,2022-11-01,437400,306878.36,-130521.64000000001,70.16,6.4,24.8,1.07,96,Low Efficiency
STR072,Fresh Produce,2022-11-01,109350,124936.96,15586.960000000006,114.25,7.8,40.4,4.98,97.2,High Efficiency
STR072,Meat/Fish & Bakery,2022-11-01,85050,100085.08,15035.080000000002,117.68,7.2,58.6,1.78,94.5,High Efficiency
STR073,Store Operations,2022-11-01,243000,287666.6,44666.59999999998,118.38,9.7,100,1.88,96.6,High Efficiency
STR073,Fresh Produce,2022-11-01,60750,54729.07,-6020.93,90.09,8.2,52.5,4.49,94.2,Standard
STR073,Meat/Fish & Bakery,2022-11-01,47250,49913.36,2663.3600000000006,105.64,7.9,19.4,2.92,94.1,High Efficiency
STR074,Store Operations,2022-11-01,243000,213985.88,-29014.119999999995,88.06,7.7,53.5,0.95,91.8,Low Efficiency
STR074,Fresh Produce,2022-11-01,60750,60755.21,5.209999999999127,100.01,7.8,38.6,5.83,94.1,Standard
STR074,Meat/Fish & Bakery,2022-11-01,47250,48325.75,1075.75,102.28,6.2,-7.4,3.75,88.7,High Efficiency
STR075,Store Operations,2022-11-01,145800,125234.94,-20565.059999999998,85.9,7.9,70.9,1.16,94,Low Efficiency
STR075,Fresh Produce,2022-11-01,36450,33693.53,-2756.470000000001,92.44,6.6,16.2,3.51,93.1,Standard
STR075,Meat/Fish & Bakery,2022-11-01,28350,25041.96,-3308.040000000001,88.33,7.6,44.7,2.12,89.7,Low Efficiency
STR076,Store Operations,2022-11-01,568620,609669.34,41049.33999999997,107.22,8.1,62.2,0.83,95.7,High Efficiency
STR076,Fresh Produce,2022-11-01,142155,124308.38,-17846.619999999995,87.45,8.8,54.5,4.82,95.1,Low Efficiency
STR076,Meat/Fish & Bakery,2022-11-01,110565,82075.49,-28489.509999999995,74.23,6.9,26.8,3.2,98.2,Low Efficiency
STR077,Store Operations,2022-11-01,243000,211104.62,-31895.380000000005,86.87,8.9,86.4,1.67,91.8,Low Efficiency
STR077,Fresh Produce,2022-11-01,60750,55215.36,-5534.639999999999,90.89,6.3,31.4,5.31,90.3,Standard
STR077,Meat/Fish & Bakery,2022-11-01,47250,49185.52,1935.5199999999968,104.1,6.2,14.8,3.67,87.1,High Efficiency
STR078,Store Operations,2022-11-01,243000,241736.91,-1263.0899999999965,99.48,7.5,44.3,1.09,91.8,Standard
STR078,Fresh Produce,2022-11-01,60750,44382.45,-16367.550000000003,73.06,8,58.9,2.98,90.3,Low Efficiency
STR078,Meat/Fish & Bakery,2022-11-01,47250,22857.81,-24392.19,48.38,6.3,37.8,2.26,93.3,Low Efficiency
STR079,Store Operations,2022-11-01,243000,245457.02,2457.0199999999895,101.01,7.6,26.7,0.92,92.4,High Efficiency
STR079,Fresh Produce,2022-11-01,60750,66734.74,5984.740000000005,109.85,5.6,-2.9,2.44,92.4,High Efficiency
STR079,Meat/Fish & Bakery,2022-11-01,47250,52175.21,4925.209999999999,110.42,7,10,4.55,95.7,High Efficiency
STR080,Store Operations,2022-11-01,243000,266015.75,23015.75,109.47,8.2,60.4,1.25,97.1,High Efficiency
STR080,Fresh Produce,2022-11-01,60750,49040.72,-11709.279999999999,80.73,6.9,42.8,4.38,94.4,Low Efficiency
STR080,Meat/Fish & Bakery,2022-11-01,47250,45663.29,-1586.7099999999991,96.64,8.2,68.5,3.85,98,Standard
STR081,Store Operations,2022-11-01,568620,465390.81,-103229.19,81.85,8.1,52,1.14,92.2,Low Efficiency
STR081,Fresh Produce,2022-11-01,142155,168136.29,25981.290000000008,118.28,6.9,33.9,3.58,94.7,High Efficiency
STR081,Meat/Fish & Bakery,2022-11-01,110565,126241.9,15676.899999999994,114.18,7.7,32.3,1.58,95.3,High Efficiency
STR082,Store Operations,2022-11-01,437400,460536.06,23136.059999999998,105.29,7.8,33.9,1.46,96.9,High Efficiency
STR082,Fresh Produce,2022-11-01,109350,100985.89,-8364.11,92.35,5.6,13.2,2.94,93.4,Standard
STR082,Meat/Fish & Bakery,2022-11-01,85050,61217.92,-23832.08,71.98,8.5,72.2,4.73,99.7,Low Efficiency
STR083,Store Operations,2022-11-01,437400,424970.66,-12429.340000000026,97.16,7.2,25,0.75,97.9,Standard
STR083,Fresh Produce,2022-11-01,109350,145120.82,35770.82000000001,132.71,7.5,42.3,2.14,98.1,High Efficiency
STR083,Meat/Fish & Bakery,2022-11-01,85050,96192.72,11142.720000000001,113.1,6.1,20.2,3.87,92.6,High Efficiency
STR084,Store Operations,2022-11-01,243000,274066.1,31066.099999999977,112.78,7.4,18.1,1.49,92.3,High Efficiency
STR084,Fresh Produce,2022-11-01,60750,43933.84,-16816.160000000003,72.32,8.3,40.2,3.16,89,Low Efficiency
STR084,Meat/Fish & Bakery,2022-11-01,47250,53965.84,6715.8399999999965,114.21,8.8,35.1,2.78,90.4,High Efficiency
STR085,Store Operations,2022-11-01,437400,407239.2,-30160.79999999999,93.1,7.3,21.8,1.32,90.5,Standard
STR085,Fresh Produce,2022-11-01,109350,100812.15,-8537.850000000006,92.19,8.9,88.4,2.52,99,Standard
STR085,Meat/Fish & Bakery,2022-11-01,85050,93929.76,8879.759999999995,110.44,9,100,3.05,94.2,High Efficiency
STR086,Store Operations,2022-11-01,437400,277522.19,-159877.81,63.45,8.1,61.1,1.76,95.1,Low Efficiency
STR086,Fresh Produce,2022-11-01,109350,105395.4,-3954.600000000006,96.38,7.9,46.5,3.76,94.6,Standard
STR086,Meat/Fish & Bakery,2022-11-01,85050,94394.73,9344.729999999996,110.99,8.8,92.2,3.42,91.5,High Efficiency
STR087,Store Operations,2022-11-01,243000,274479.31,31479.309999999998,112.95,6.2,23.2,0.5,91,High Efficiency
STR087,Fresh Produce,2022-11-01,60750,40653.8,-20096.199999999997,66.92,8.6,64,4.58,88.2,Low Efficiency
STR087,Meat/Fish & Bakery,2022-11-01,47250,46005.46,-1244.5400000000009,97.37,9.3,70.3,2.76,93.7,Standard
STR088,Store Operations,2022-11-01,437400,414369.02,-23030.97999999998,94.73,8.6,35.1,0.91,93.1,Standard
STR088,Fresh Produce,2022-11-01,109350,111950.89,2600.8899999999994,102.38,6.9,60.2,4.19,90.8,High Efficiency
STR088,Meat/Fish & Bakery,2022-11-01,85050,93218.26,8168.259999999995,109.6,8.3,55.2,2.74,98.7,High Efficiency
STR089,Store Operations,2022-11-01,437400,420195.21,-17204.78999999998,96.07,6.4,24.2,1.23,99.1,Standard
STR089,Fresh Produce,2022-11-01,109350,120351.21,11001.210000000006,110.06,4.9,2.6,4.35,90.9,High Efficiency
STR089,Meat/Fish & Bakery,2022-11-01,85050,119001.77,33951.770000000004,139.92,6.8,-2.1,1.84,95.7,High Efficiency
STR090,Store Operations,2022-11-01,145800,150582.22,4782.220000000001,103.28,8.4,52.2,1.63,99.6,High Efficiency
STR090,Fresh Produce,2022-11-01,36450,33117.15,-3332.8499999999985,90.86,7.6,37.4,2.55,96,Standard
STR090,Meat/Fish & Bakery,2022-11-01,28350,29394.73,1044.7299999999996,103.69,7,46.5,4.71,97.2,High Efficiency
STR091,Store Operations,2022-11-01,437400,489522.34,52122.340000000026,111.92,5.5,3.9,0.97,94.2,High Efficiency
STR091,Fresh Produce,2022-11-01,109350,120044.45,10694.449999999997,109.78,8.8,91.1,5.62,98.6,Standard
STR091,Meat/Fish & Bakery,2022-11-01,85050,75411.92,-9638.080000000002,88.67,7.4,48.3,4.99,95.7,Low Efficiency
STR092,Store Operations,2022-11-01,315900,301776.41,-14123.590000000026,95.53,7.4,46.1,1.94,89.7,Standard
STR092,Fresh Produce,2022-11-01,78975,91127.11,12152.11,115.39,8.7,75.8,2.52,92.2,High Efficiency
STR092,Meat/Fish & Bakery,2022-11-01,61425,59247.1,-2177.9000000000015,96.45,6.9,29.4,3.9,89.9,Standard
STR093,Store Operations,2022-11-01,315900,416661.45,100761.45000000001,131.9,7.4,33.7,1.96,93.8,High Efficiency
STR093,Fresh Produce,2022-11-01,78975,103695.73,24720.729999999996,131.3,6.7,29.2,4.13,90.1,High Efficiency
STR093,Meat/Fish & Bakery,2022-11-01,61425,57428.88,-3996.1200000000026,93.49,7.1,21.4,2.35,97.4,Standard
STR094,Store Operations,2022-11-01,437400,495864.63,58464.630000000005,113.37,8.4,67.6,1.53,92.8,High Efficiency
STR094,Fresh Produce,2022-11-01,109350,94870.39,-14479.61,86.76,5.6,-10.7,3.88,96.1,Low Efficiency
STR094,Meat/Fish & Bakery,2022-11-01,85050,91861.71,6811.710000000006,108.01,9.6,95.7,2.2,100,High Efficiency
STR095,Store Operations,2022-11-01,568620,642310.96,73690.95999999996,112.96,5.1,1.2,1.14,97.5,High Efficiency
STR095,Fresh Produce,2022-11-01,142155,129231.64,-12923.36,90.91,6.4,26.6,2.16,90.1,Standard
STR095,Meat/Fish & Bakery,2022-11-01,110565,101330.37,-9234.630000000005,91.65,6.6,34,4.29,95.1,Standard
STR096,Store Operations,2022-11-01,437400,454781.29,17381.28999999998,103.97,6.2,11.3,0.72,98.1,High Efficiency
STR096,Fresh Produce,2022-11-01,109350,86985.77,-22364.229999999996,79.55,7.2,30.2,3.4,86.6,Low Efficiency
STR096,Meat/Fish & Bakery,2022-11-01,85050,86325.88,1275.8800000000047,101.5,8.2,61,3.81,95.8,High Efficiency
STR097,Store Operations,2022-11-01,243000,238198.91,-4801.0899999999965,98.02,7.5,16.4,0.68,97.7,Standard
STR097,Fresh Produce,2022-11-01,60750,75864.32,15114.320000000007,124.88,7.1,30.5,4.17,95.2,High Efficiency
STR097,Meat/Fish & Bakery,2022-11-01,47250,44207.52,-3042.480000000003,93.56,8.4,51.6,4.65,91.8,Standard
STR098,Store Operations,2022-11-01,145800,135580.13,-10219.869999999995,92.99,6.6,39.3,1.91,93.6,Standard
STR098,Fresh Produce,2022-11-01,36450,40361.88,3911.8799999999974,110.73,7.4,33.5,5.8,93.2,Standard
STR098,Meat/Fish & Bakery,2022-11-01,28350,22556.56,-5793.439999999999,79.56,7.5,63.4,4.39,93.8,Low Efficiency
STR099,Store Operations,2022-11-01,243000,250491.46,7491.459999999992,103.08,8.6,62,1.41,97.3,High Efficiency
STR099,Fresh Produce,2022-11-01,60750,56779.2,-3970.800000000003,93.46,9,67.1,4.5,92.2,Standard
STR099,Meat/Fish & Bakery,2022-11-01,47250,44472.03,-2777.970000000001,94.12,7.2,20.2,1.93,96.6,Standard
STR100,Store Operations,2022-11-01,243000,273352.45,30352.45000000001,112.49,8,47.5,1.91,95.7,High Efficiency
STR100,Fresh Produce,2022-11-01,60750,52638.1,-8111.9000000000015,86.65,6.8,32.3,5.3,96.8,Low Efficiency
STR100,Meat/Fish & Bakery,2022-11-01,47250,43763.33,-3486.6699999999983,92.62,6.2,27.6,3.81,95,Standard
STR101,Store Operations,2022-11-01,243000,239531.79,-3468.209999999992,98.57,8.7,97.7,1.82,95,Standard
STR101,Fresh Produce,2022-11-01,60750,46251.15,-14498.849999999999,76.13,5.7,-1.1,3.99,94.1,Low Efficiency
STR101,Meat/Fish & Bakery,2022-11-01,47250,50061.65,2811.6500000000015,105.95,7.3,34.8,4.82,91.4,High Efficiency
STR102,Store Operations,2022-11-01,243000,253757.36,10757.359999999986,104.43,8.1,27.7,1.05,96,High Efficiency
STR102,Fresh Produce,2022-11-01,60750,60932.28,182.27999999999884,100.3,7.5,57,3.43,90.3,High Efficiency
STR102,Meat/Fish & Bakery,2022-11-01,47250,64202.08,16952.08,135.88,5.9,0.2,2.9,95.8,High Efficiency
STR103,Store Operations,2022-11-01,315900,257593.89,-58306.109999999986,81.54,7.9,31.7,0.58,94.3,Low Efficiency
STR103,Fresh Produce,2022-11-01,78975,78047.26,-927.7400000000052,98.83,6.5,36.7,2.58,98.2,Standard
